Drug	Target
D11402	CFTR (ABCC7) [HSA:1080] [KO:K05031]
D11403	BCR-ABL [HSA_VAR:25v1] [HSA:25] [KO:K06619]
D11404	BCR-ABL [HSA_VAR:25v1] [HSA:25] [KO:K06619]
D11405	SNAP25 [HSA:6616] [KO:K18211]
D11406	SMN2 [HSA:6607] [KO:K13129]
D11408	PKLR [HSA:5313] [KO:K12406]
D11409	AKT (PKB) [HSA:207 208 10000] [KO:K04456]
D11410	BRAF [HSA:673] [KO:K04365]
	EGFR [HSA:1956] [KO:K04361]
D11411	BRAF [HSA:673] [KO:K04365]
	EGFR [HSA:1956] [KO:K04361]
D11412	IDO1 [HSA:3620] [KO:K00463]
D11413	IDO1 [HSA:3620] [KO:K00463]
D11414	GRIN (NMDAR) [HSA:2902 2903 2904 2905 2906] [KO:K05208 K05209 K05210 K05211 K05212]
	GRIA [HSA:2890 2891 2892 2893] [KO:K05197 K05198 K05199 K05200]
	GRIK [HSA:2897 2898 2899 2900 2901] [KO:K05201 K05202 K05203 K05204 K05205]
D11415	GRIN (NMDAR) [HSA:2902 2903 2904 2905 2906] [KO:K05208 K05209 K05210 K05211 K05212]
	GRIA [HSA:2890 2891 2892 2893] [KO:K05197 K05198 K05199 K05200]
	GRIK [HSA:2897 2898 2899 2900 2901] [KO:K05201 K05202 K05203 K05204 K05205]
D11416	GD2 [GL:G00114]
D11417	FGFR2* (CD332) [HSA_VAR:2263v2] [HSA:2263] [KO:K05093]
	FGFR1 (CD331) [HSA:2260] [KO:K04362]
	FGFR3 (CD333) [HSA:2261] [KO:K05094]
D11418	GLP1R [HSA:2740] [KO:K04581]
D11419	GLP1R [HSA:2740] [KO:K04581]
D11420	SNCA [HSA:6622] [KO:K04528]
D11421	penicillin binding protein
D11422	BTK [HSA:695] [KO:K07370]
D11423	CFTR (ABCC7) [HSA:1080] [KO:K05031]
D11424	OPRM1 [HSA:4988] [KO:K04215]
D11425	OPRM1 [HSA:4988] [KO:K04215]
D11426	PARP1 [HSA:142] [KO:K24070]
	PARP2 [HSA:10038] [KO:K10798]
	PARP3 [HSA:10039] [KO:K10798]
D11427	MAPT (TAU) [HSA:4137] [KO:K04380]
D11428	BTK [HSA:695] [KO:K07370]
D11429	CNR2 [HSA:1269] [KO:K04278]
D11430	EGFR [HSA:1956] [KO:K04361]
D11431	DRD1 [HSA:1812] [KO:K04144]
	DRD5 [HSA:1816] [KO:K05840]
D11432	HIV-1 reverse transcriptase [KO:K24802]
D11433	ICOS (CD278) [HSA:29851] [KO:K06713]
D11434	EGFR [HSA:1956] [KO:K04361]
D11435	CNR1 [HSA:1268] [KO:K04277]
D11437	PIK3CD [HSA:5293] [KO:K00922]
D11438	AXL [HSA:558] [KO:K05115]
D11439	UGCG [HSA:7357] [KO:K00720]
D11440	PIK3C [HSA:5290 5291 5293] [KO:K00922]
	MTOR [HSA:2475] [KO:K07203]
D11441	EDNR [HSA:1909 1910] [KO:K04197 K04198]
D11442	HDAC1 [HSA:3065] [KO:K06067]
	HDAC2 [HSA:3066] [KO:K06067]
	HDAC3 [HSA:8841] [KO:K11404]
	HDAC8 [HSA:55869] [KO:K11405]
D11444	EZH2 [HSA:2146] [KO:K11430]
D11445	FGFR3 (CD333) [HSA:2261] [KO:K05094]
D11446	PTGIR [HSA:5739] [KO:K04263]
D11447	TYMS [HSA:7298] [KO:K00560]
D11449	IL33 [HSA:90865] [KO:K12967]
D11450	Zaire ebolavirus glycoprotein [KO:K24534]
D11451	NR3C4 (AR) [HSA:367] [KO:K08557]
D11452	MKNK [HSA:8569 2872] [KO:K04372]
D11453	PSEN1/PSENEN/NCSTN/APH1A [HSA:5663 55851 23385 51107] [KO:K04505 K06170 K06171 K06172]
D11454	ROS1* [HSA_VAR:6098v1] [HSA:6098] [KO:K05088]
	NTRK1 (TRKA) [HSA:4914] [KO:K03176]
	NTRK2 (TRKB) [HSA:4915] [KO:K04360]
	NTRK3 (TRKC) [HSA:4916] [KO:K05101]
D11455	CDK4/6 [HSA:1019 1021] [KO:K02089 K02091]
D11456	BACE1 [HSA:23621] [KO:K04521]
D11457	BTK [HSA:695] [KO:K07370]
D11458	PLK1 [HSA:5347] [KO:K06631]
D11459	PLK1 [HSA:5347] [KO:K06631]
D11460	S1PR1 [HSA:1901] [KO:K04288]
	S1PR5 [HSA:53637] [KO:K04295]
D11461	FGFR [HSA:2260 2263 2261 2264] [KO:K04362 K05093 K05094 K05095]
D11462	peptidoglycan
D11463	CD3E [HSA:916] [KO:K06451]
	CD20 [HSA:931] [KO:K06466]
D11464	APCS (SAP) [HSA:325] [KO:K23267]
D11467	SNCA [HSA:6622] [KO:K04528]
D11468	Zaire ebolavirus glycoprotein [KO:K24534]
D11469	SEMA4 (CD100) [HSA:10507] [KO:K06521]
D11471	APCS (SAP) [HSA:325] [KO:K23267]
D11472	SARS coronavirus replicase [KO:K24149]
D11473	C5 [HSA:727] [KO:K03994]
D11474	VSIR (VISTA) [HSA:64115] [KO:K23268]
D11475	GUCY1A [HSA:2977 2982] [KO:K12318]
	GUCY1B [HSA:2983] [KO:K12319]
D11476	AVPR1A [HSA:552] [KO:K04226]
D11477	C5 [HSA:727] [KO:K03994]
D11478	BTK [HSA:695] [KO:K07370]
D11479	BRD4 [HSA:23476] [KO:K11722]
D11480	SELP (CD62P) [HSA:6403] [KO:K06496]
D11481	MKNK [HSA:8569 2872] [KO:K04372]
D11482	TIGIT [HSA:201633] [KO:K16350]
D11483	Influenza B virus hemagglutinin [KO:K25502]
D11484	NTRK1 (TRKA) [HSA:4914] [KO:K03176]
D11485	EZH2* [HSA_VAR:2146v1] [HSA:2146] [KO:K11430]
D11486	GHR [HSA:2690] [KO:K05080]
D11487	PDCD1 (PD1, CD279) [HSA:5133] [KO:K06744]
D11488	PDCD1 (PD1, CD279) [HSA:5133] [KO:K06744]
D11489	CEACAM5 (CD66e) [HSA:1048] [KO:K06499]
	CD3E [HSA:916] [KO:K06451]
D11490	HRH3 [HSA:11255] [KO:K04151]
D11491	TNFRSF5 (CD40) [HSA:958] [KO:K03160]
D11494	TUBB [HSA:10381 10382 10383 203068 347688 347733 7280 81027 84617] [KO:K07375]
D11495	LGALS3 [HSA:3958] [KO:K06831]
D11496	CD19 [HSA:930] [KO:K06465]
D11498	CX3CL1 [HSA:6376] [KO:K05508]
D11499	XPO1 [HSA:7514] [KO:K14290]
D11500	Amyloid beta [CPD:C16514 C16515]
D11501	PIK3C [HSA:5290 5291 5293] [KO:K00922]
	MTOR [HSA:2475] [KO:K07203]
D11502	BTK [HSA:695] [KO:K07370]
D11503	TLR2 (CD282) [HSA:7097] [KO:K10159]
D11504	TLR9 (CD289) [HSA:54106] [KO:K10161]
D11505	TLR9 (CD289) [HSA:54106] [KO:K10161]
D11506	PIK3CD [HSA:5293] [KO:K00922]
D11507	CFTR (ABCC7) [HSA:1080] [KO:K05031]
D11508	AKT (PKB) [HSA:207 208 10000] [KO:K04456]
D11509	BACE [HSA:23621 25825] [KO:K04521 K07747]
D11510	CXCR4 (CD184) [HSA:7852] [KO:K04189]
D11511	DNA
D11512	FGF21 [HSA:26291] [KO:K22429]
D11513	NR3A (ESR) [HSA:2099 2100] [KO:K08550 K08551]
D11514	NR3A (ESR) [HSA:2099 2100] [KO:K08550 K08551]
D11515	CD276 [HSA:80381] [KO:K06746]
D11516	ANGPT2 [HSA:285] [KO:K05466]
	VEGFA [HSA:7422] [KO:K05448]
D11517	VEGFA [HSA:7422] [KO:K05448]
D11521	HIV-1 reverse transcriptase [KO:K24802]
D11522	HIV-1 reverse transcriptase [KO:K24802]
	HIV-1 integrase [KO:K24803]
D11523	EGLN (HPH) [HSA:54583 112398 112399] [KO:K09592]
D11524	PVRL4 (NECTIN4) [HSA:81607] [KO:K06593]
D11525	PVRL4 (NECTIN4) [HSA:81607] [KO:K06593]
	TUBB [HSA:10381 10382 10383 203068 347688 347733 7280 81027 84617] [KO:K07375]
D11527	CLDN18 [HSA:51208] [KO:K06087]
D11528	DMD* [HSA_VAR:1756v1] [HSA:1756] [KO:K10366] (pre-mRNA exon53)
D11529	ERBB2* (HER2, CD340) [HSA_VAR:2064v1] [HSA:2064] [KO:K05083]
	TOP1 [HSA:7150] [KO:K03163]
D11530	C1S [HSA:716] [KO:K01331]
D11531	MASP2 [HSA:10747] [KO:K03993]
D11532	PDL1 (CD274) [HSA:29126] [KO:K06745]
D11533	MAPT (TAU) [HSA:4137] [KO:K04380]
D11534	CD20 [HSA:931] [KO:K06466]
	CD3E [HSA:916] [KO:K06451]
D11535	CFTR (ABCC7) [HSA:1080] [KO:K05031]
D11536	CFTR (ABCC7) [HSA:1080] [KO:K05031]
D11537	JAK1 [HSA:3716] [KO:K11217]
	TYK2 [HSA:7297] [KO:K11219]
D11538	JAK1 [HSA:3716] [KO:K11217]
	TYK2 [HSA:7297] [KO:K11219]
D11539	SLC10A2 (ASBT, IBAT) [HSA:6555] [KO:K14342]
D11540	TEK (TIE2, CD202) [HSA:7010] [KO:K05121]
D11541	AXL [HSA:558] [KO:K05115]
	MET [HSA:4233] [KO:K05099]
	EPHA1 [HSA:2041] [KO:K05102]
	EPHA2 [HSA:1969] [KO:K05103]
	EPHB1 [HSA:2047] [KO:K05110]
	EPHB2 [HSA:2048] [KO:K05111]
	EPHB4 [HSA:2050] [KO:K05113]
	PDGFR [HSA:5156 5159] [KO:K04363 K05089]
	VEGFR1 (FLT1) [HSA:2321] [KO:K05096]
	VEGFR2 (KDR) [HSA:3791] [KO:K05098]
	VEGFR3 (FLT4) [HSA:2324] [KO:K05097]
D11543	MRC1 (CD206) [HSA:4360] [KO:K06560]
D11544	beta-1,3-glucan synthase [KO:K00706]
D11545	beta-1,3-glucan synthase [KO:K00706]
D11547	ADORA2A [HSA:135] [KO:K04266]
D11548	NR1H4 (FXR) [HSA:9971] [KO:K08537]
D11549	CHRM [HSA:1128 1129 1131 1132 1133] [KO:K04129 K04130 K04131 K04132 K04133]
	SIGMAR1 [HSA:10280] [KO:K20719]
D11550	IL17A [HSA:3605] [KO:K05489]
	IL17F [HSA:112744] [KO:K05494]
D11551	EZH [HSA:2145 2146] [KO:K17451 K11430]
D11556	TNFRSF17 (BCMA, CD269) [HSA:608] [KO:K05153]
D11557	orthopoxvirus VP37 protein
D11559	SMN1 [HSA:6606] [KO:K13129]
D11562	Varicella zoster virus surface glycoprotein E [KO:K24958]
D11563	PTH1R [HSA:5745] [KO:K04585]
D11564	CASR [HSA:846] [KO:K04612]
D11565	HCV NS3/4A protease [KO:K22273 K22274]
D11566	HTR2C [HSA:3358] [KO:K04157]
D11567	INSR (CD220) [HSA:3643] [KO:K04527]
	GLP1R [HSA:2740] [KO:K04581]
D11568	F10 [HSA:2159] [KO:K01314]
D11570	FDPS [HSA:2224] [KO:K00787]
D11571	penicillin binding protein
D11572	NR3C1 (GR) [HSA:2908] [KO:K05771]
D11579	NR1C1 (PPARA) [HSA:5465] [KO:K07294]
D11580	ACE (CD143) [HSA:1636] [KO:K01283]
D11583	OPRM1 [HSA:4988] [KO:K04215]
D11585	ADRA1 [HSA:148 147 146] [KO:K04135 K04136 K04137]
D11588	CLK2 [HSA:1196] [KO:K08823]
	DYRK1A [HSA:1859] [KO:K08825]
D11589	FGFR1 (CD331) [HSA:2260] [KO:K04362]
	FGFR2 (CD332) [HSA:2263] [KO:K05093]
	FGFR3 (CD333) [HSA:2261] [KO:K05094]
D11590	CYP46A1 [HSA:10858] [KO:K07440]
D11591	beta-lactamases
D11593	TIGIT [HSA:201633] [KO:K16350]
D11594	TNFRSF17 (BCMA, CD269) [HSA:608] [KO:K05153]
D11595	TNFRSF17 (BCMA, CD269) [HSA:608] [KO:K05153]
	TUBB [HSA:10381 10382 10383 203068 347688 347733 7280 81027 84617] [KO:K07375]
D11597	TNFRSF5 (CD40) [HSA:958] [KO:K03160]
D11598	IL13 [HSA:3596] [KO:K05435]
D11599	CDK1 [HSA:983] [KO:K02087]
	CDK2 [HSA:1017] [KO:K02206]
	CDK7 [HSA:1022] [KO:K02202]
	CDK9 [HSA:1025] [KO:K02211]
	JAK2 [HSA:3717] [KO:K04447]
	FLT3 (CD135) [HSA:2322] [KO:K05092]
D11600	CDK1 [HSA:983] [KO:K02087]
	CDK2 [HSA:1017] [KO:K02206]
	CDK7 [HSA:1022] [KO:K02202]
	CDK9 [HSA:1025] [KO:K02211]
	JAK2 [HSA:3717] [KO:K04447]
	FLT3 (CD135) [HSA:2322] [KO:K05092]
D11601	CD19 [HSA:930] [KO:K06465]
D11602	NR1A2 (THRB) [HSA:7068] [KO:K08362]
D11603	NR1C3 (PPARG) [HSA:5468] [KO:K08530]
D11604	NR1C3 (PPARG) [HSA:5468] [KO:K08530]
D11605	PDCD1 (PD1, CD279) [HSA:5133] [KO:K06744]
D11608	GNRHR [HSA:2798] [KO:K04280]
D11609	GNRHR [HSA:2798] [KO:K04280]
D11610	TNFRSF5 (CD40) [HSA:958] [KO:K03160]
D11611	FGFR2* (CD332) [HSA_VAR:2263v2 2263v1] [HSA:2263] [KO:K05093]
	FGFR1 (CD331) [HSA:2260] [KO:K04362]
	FGFR3 (CD333) [HSA:2261] [KO:K05094]
D11613	C3 (C3b) [HSA:718] [KO:K03990]
D11614	GCGR [HSA:2642] [KO:K04583]
D11617	HTR1B [HSA:3351] [KO:K04153]
	HTR1D [HSA:3352] [KO:K04153]
D11618	DNA gyrase [KO:K02469 K02470]
	topoisomerase IV [KO:K02621 K02622]
D11619	SLC6A4 (HTT) [HSA:6532] [KO:K05037]
	SLC6A2 (NAT1) [HSA:6530] [KO:K05035]
D11620	OPRM1 [HSA:4988] [KO:K04215]
	OPRK1 [HSA:4986] [KO:K04214]
	OPRD1 [HSA:4985] [KO:K04213]
D11621	penicillin binding protein
	beta-lactamases
D11622	SLC18A2 (VMAT2) [HSA:6571] [KO:K08155]
	SLC6A2 (NAT1) [HSA:6530] [KO:K05035]
	SLC6A3 (DAT1) [HSA:6531] [KO:K05036]
D11623	SLC18A2 (VMAT2) [HSA:6571] [KO:K08155]
	SLC6A2 (NAT1) [HSA:6530] [KO:K05035]
	SLC6A3 (DAT1) [HSA:6531] [KO:K05036]
D11627	Herpesvirus DNA polymerase [KO:K18964]
D11629	MC4R [HSA:4160] [KO:K04202]
	MC1R [HSA:4157] [KO:K04199]
D11630	ADORA1 [HSA:134] [KO:K04265]
	ADORA2B [HSA:136] [KO:K04267]
	PDE [HSA:10846 27115 50940 5136 5137 5138 5139 5140 5141 5142 5143 5144 5150 5151 5153 8622] [KO:K18438 K18436 K13298 K13755 K18283 K19021 K13296 K13293 K18437]
D11631	50S ribosomal subunit
D11632	50S ribosomal subunit
D11633	UGCG [HSA:7357] [KO:K00720]
D11640	ACACA [HSA:31] [KO:K11262]
	ACACB [HSA:32] [KO:K01946]
D11641	CFD [HSA:1675] [KO:K01334]
D11642	DLL4 [HSA:54567] [KO:K06051]
	VEGFA [HSA:7422] [KO:K05448]
D11643	PDCD1 (PD1, CD279) [HSA:5133] [KO:K06744]
D11644	DNA
D11648	APOC3 [HSA:345] [KO:K08759]
D11650	APOC3 [HSA:345] [KO:K08759]
D11651	SSTR2 [HSA:6752] [KO:K04218]
D11652	SLC9A3 (NHE3) [HSA:6550] [KO:K12040]
D11653	SLC9A3 (NHE3) [HSA:6550] [KO:K12040]
D11658	PIK3CD [HSA:5293] [KO:K00922]
	PIK3CG [HSA:5294] [KO:K21289]
D11659	AVPR2 [HSA:554] [KO:K04228]
D11661	DNA
D11662	EZH [HSA:2145 2146] [KO:K17451 K11430]
D11663	MTOR [HSA:2475] [KO:K07203]
D11664	EDNRA [HSA:1909] [KO:K04197]
D11665	NR3C1 (GR) [HSA:2908] [KO:K05771]
D11666	FCGRT [HSA:2217] [KO:K24019]
D11667	NR3C1 (GR) [HSA:2908] [KO:K05771]
	NR3C2 (MR) [HSA:4306] [KO:K08555]
D11668	TLR4 (CD284) [HSA:7099] [KO:K10160]
D11669	IL2RB (CD122) [HSA:3560] [KO:K05069]
D11671	NR3A1 (ESR1) [HSA:2099] [KO:K08550]
D11672	NR3A1* (ESR1) [HSA_VAR:2099v2] [HSA:2099] [KO:K08550]
D11673	KLKB1 [HSA:3818] [KO:K01324]
D11674	KLKB1 [HSA:3818] [KO:K01324]
D11675	MAP2K1 (MEK1) [HSA:5604] [KO:K04368]
	MAP2K2 (MEK2) [HSA:5605] [KO:K04369]
D11676	JAK1 [HSA:3716] [KO:K11217]
	JAK2 [HSA:3717] [KO:K04447]
	JAK3 [HSA:3718] [KO:K11218]
	SYK [HSA:6850] [KO:K05855]
D11677	JAK1 [HSA:3716] [KO:K11217]
	JAK2 [HSA:3717] [KO:K04447]
	JAK3 [HSA:3718] [KO:K11218]
	SYK [HSA:6850] [KO:K05855]
D11678	Amyloid beta [CPD:C16514 C16515]
D11679	CDA [HSA:978] [KO:K01489]
D11681	TUBB [HSA:10381 10382 10383 203068 347688 347733 7280 81027 84617] [KO:K07375]
D11682	CFTR (ABCC7) [HSA:1080] [KO:K05031]
D11683	CFTR (ABCC7) [HSA:1080] [KO:K05031]
D11684	MPO [HSA:4353] [KO:K10789]
D11685	GLA* [HSA_VAR:2717v1] [HSA:2717] [KO:K01189]
D11686	CD20 [HSA:931] [KO:K06466]
	CD3E [HSA:916] [KO:K06451]
D11687	MAPT (TAU) [HSA:4137] [KO:K04380]
D11688	SLC6A4 (HTT) [HSA:6532] [KO:K05037]
	SLC6A2 (NAT1) [HSA:6530] [KO:K05035]
D11689	SLC6A4 (HTT) [HSA:6532] [KO:K05037]
	SLC6A2 (NAT1) [HSA:6530] [KO:K05035]
D11690	BACE1 [HSA:23621] [KO:K04521]
D11691	SRC [HSA:6714] [KO:K05704]
	TUBB [HSA:10381 10382 10383 203068 347688 347733 7280 81027 84617] [KO:K07375]
D11692	SRC [HSA:6714] [KO:K05704]
	TUBB [HSA:10381 10382 10383 203068 347688 347733 7280 81027 84617] [KO:K07375]
D11693	P2RX3 [HSA:5024] [KO:K05217]
D11694	PIGW [KO:K05283]
D11695	ARG1* [HSA_VAR:383v1] [HSA:383] [KO:K01476]
D11696	C5 [HSA:727] [KO:K03994]
D11700	CFTR* [HSA_VAR:1080v1] [HSA:1080] [KO:K05031]
D11701	ACVR2B [HSA:93] [KO:K13596]
D11702	ALAS1 [HSA:211] [KO:K00643] (mRNA)
D11703	TNF (TNFA, TNFSF2) [HSA:7124] [KO:K03156]
D11707	DMD* [HSA_VAR:1756v1] [HSA:1756] [KO:K10366]
D11708	ALAS1 [HSA:211] [KO:K00643] (mRNA)
D11709	ACVRL1 [HSA:94] [KO:K13594]
D11712	RET* [HSA_VAR:5979v1] [HSA:5979] [KO:K05126]
D11713	RET* [HSA_VAR:5979v1 5979v2] [HSA:5979] [KO:K05126]
	VEGFR1 (FLT1) [HSA:2321] [KO:K05096]
	VEGFR3 (FLT4) [HSA:2324] [KO:K05097]
D11716	SLC10A2 (ASBT, IBAT) [HSA:6555] [KO:K14342]
D11717	MET [HSA:4233] [KO:K05099]
D11718	serine-beta-lactamases
	metallo-beta-lactamases
D11719	serine-beta-lactamases
	metallo-beta-lactamases
D11720	BTK [HSA:695] [KO:K07370]
D11721	HIV-1 reverse transcriptase [KO:K24802]
D11722	HIV-1 reverse transcriptase [KO:K24802]
D11723	CACNA1-L [HSA:775 776 778 779] [KO:K04850 K04851 K04853 K04857]
D11724	CFTR (ABCC7) [HSA:1080] [KO:K05031]
D11725	FGFR2* (CD332) [HSA_VAR:2263v2] [HSA:2263] [KO:K05093]
D11726	DNA gyrase [KO:K02469 K02470]
	topoisomerase IV [KO:K02621 K02622]
D11727	PIK3C [HSA:5290 5291 5293] [KO:K00922]
	MTOR [HSA:2475] [KO:K07203]
D11728	TACR1 (NK1R) [HSA:6869] [KO:K04222]
D11732	AXL [HSA:558] [KO:K05115]
D11733	AXL [HSA:558] [KO:K05115]
D11734	FGF19 [HSA:9965] [KO:K22603]
D11737	FGFR4 [HSA:2264] [KO:K05095]
D11738	GLS [HSA:2744] [KO:K01425]
D11739	GLS [HSA:2744] [KO:K01425]
D11740	DNMT1 [HSA:1786] [KO:K00558]
D11741	CCL11 [HSA:6356] [KO:K16597]
D11742	CCL11 [HSA:6356] [KO:K16597]
D11743	PDE3 [HSA:5139 5140] [KO:K19021 K13296]
	PDE4 [HSA:5141 5142 5143 5144] [KO:K13293]
D11744	GAA* [HSA_VAR:2548v1] [HSA:2548] [KO:K12316]
D11747	PDL1 (CD274) [HSA:29126] [KO:K06745]
	IL15RA (CD215) [HSA:3601] [KO:K05074]
D11748	C5 [HSA:727] [KO:K03994]
D11750	EGFR [HSA:1956] [KO:K04361]
	ERBB3 (HER3) [HSA:2065] [KO:K05084]
D11752	CD276 [HSA:80381] [KO:K06746]
D11753	ANGPTL3 [HSA:27329] [KO:K22288]
D11756	IL20 [HSA:50604] [KO:K22667]
D11757	CD19 [HSA:930] [KO:K06465]
D11758	FZD8 [HSA:8325] [KO:K02375]
D11759	IL1R (CD121) [HSA:3554 7850] [KO:K04386 K04387]
D11762	FGFR1 (CD331) [HSA:2260] [KO:K04362]
	FGFR2 (CD332) [HSA:2263] [KO:K05093]
	VEGFR1 (FLT1) [HSA:2321] [KO:K05096]
	VEGFR2 (KDR) [HSA:3791] [KO:K05098]
	VEGFR3 (FLT4) [HSA:2324] [KO:K05097]
D11763	MET [HSA:4233] [KO:K05099]
	AXL [HSA:558] [KO:K05115]
	RON [HSA:4486] [KO:K05100]
	MKNK [HSA:8569 2872] [KO:K04372]
D11764	HPSE [HSA:10855] [KO:K07964]
D11765	HPSE [HSA:10855] [KO:K07964]
D11766	HSP90 [HSA:3320 3326 7184] [KO:K04079 K09487]
D11767	LINGO1 [HSA:84894] [KO:K23533]
D11768	JAK2 [HSA:3717] [KO:K04447]
	FLT3 (CD135) [HSA:2322] [KO:K05092]
D11769	HTR2A [HSA:3356] [KO:K04157]
	DRD2 [HSA:1813] [KO:K04145]
D11770	CELA1 [HSA:1990] [KO:K01326]
D11771	TSLP [HSA:85480] [KO:K05436]
D11772	EGFR [HSA:1956] [KO:K04361]
	ERBB2 (HER2, CD340) [HSA:2064] [KO:K05083]
	EPHB4 [HSA:2050] [KO:K05113]
	VEGFR2 (KDR) [HSA:3791] [KO:K05098]
	VEGFR3 (FLT4) [HSA:2324] [KO:K05097]
D11773	EGFR [HSA:1956] [KO:K04361]
	ERBB2 (HER2, CD340) [HSA:2064] [KO:K05083]
	EPHB4 [HSA:2050] [KO:K05113]
	VEGFR2 (KDR) [HSA:3791] [KO:K05098]
	VEGFR3 (FLT4) [HSA:2324] [KO:K05097]
D11774	PIK3C [HSA:5290 5291 5293] [KO:K00922]
D11775	NOTCH2 [HSA:4853] [KO:K20994]
	NOTCH3 [HSA:4854] [KO:K20995]
D11776	AGTR1 [HSA:185] [KO:K04166]
	EDNRA [HSA:1909] [KO:K04197]
D11777	ERBB3 (HER3) [HSA:2065] [KO:K05084]
D11778	LILRA4 [HSA:23547] [KO:K06512]
D11779	MOCS1* [HSA_VAR:4337v1] [HSA:4337] [KO:K20967]
D11780	MOCS1* [HSA_VAR:4337v1] [HSA:4337] [KO:K20967]
D11782	ABCB1 (CD243) [HSA:5243] [KO:K05658]
D11783	ABCB1 (CD243) [HSA:5243] [KO:K05658]
D11784	ATP4 [HSA:495 496] [KO:K01542 K01543]
D11785	sterol 14alpha-demethylase [KO:K05917]
D11786	BCR-ABL [HSA_VAR:25v1] [HSA:25] [KO:K06619]
D11787	ATR [HSA:545] [KO:K06640]
D11788	GABR [HSA:2554 2555 2556 2557 2558 2559 2560 2561 2562 2563 2564 2565 2566 2567 2568 55879] [KO:K05175 K05181 K05184 K05185 K05186 K05189 K05192]
D11789	SYK [HSA:6850] [KO:K05855]
D11790	SYK [HSA:6850] [KO:K05855]
D11791	DNA-directed RNA polymerase III [KO:K03026]
D11792	ARG1 [HSA:383] [KO:K01476]
D11795	TIGIT [HSA:201633] [KO:K16350]
D11796	IL1RL1 [HSA:9173] [KO:K05171]
D11797	MSTN [HSA:2660] [KO:K05497]
D11798	GAA* [HSA_VAR:2548v1] [HSA:2548] [KO:K12316]
D11799	Ticagrelor [DR:D09017]
D11800	OSMR [HSA:9180] [KO:K05057]
D11801	Staphylococcal protein A
D11802	F11 [HSA:2160] [KO:K01323]
D11803	EGFR [HSA:1956] [KO:K04361]
D11805	EGFR [HSA:1956] [KO:K04361]
D11810	SERPINC1 (AT3) [HSA:462] [KO:K03911]
D11811	SOD1* [HSA_VAR:6647v1] [HSA:6647] [KO:K04565] (mRNA)
D11812	IDS* [HSA_VAR:3423v1] [HSA:3423] [KO:K01136]
	TFRC (CD71) [HSA:7037] [KO:K06503]
D11813	F3 (CD142) [HSA:2152] [KO:K03901]
D11814	F3 (CD142) [HSA:2152] [KO:K03901]
	TUBB [HSA:10381 10382 10383 203068 347688 347733 7280 81027 84617] [KO:K07375]
D11815	ROCK2 [HSA:9475] [KO:K17388]
D11816	ROCK2 [HSA:9475] [KO:K17388]
D11817	TYK2 [HSA:7297] [KO:K11219]
D11819	HRH4 [HSA:59340] [KO:K04152]
D11820	PDCD1 (PD1, CD279) [HSA:5133] [KO:K06744]
D11821	IL15RA [HSA:3601] [KO:K05074]
D11822	DRD1 [HSA:1812] [KO:K04144]
D11823	CTLA4 (CD152) [HSA:1493] [KO:K06538]
D11825	fimH [KO:K07350]
D11826	DRD1 [HSA:1812] [KO:K04144]
D11827	PDCD1 (PD1, CD279) [HSA:5133] [KO:K06744]
D11828	GAA [HSA:2548] [KO:K12316]
	SLC29A2 (ENT2) [HSA:3177] [KO:K15014]
D11829	NR3A (ESR) [HSA:2099 2100] [KO:K08550 K08551]
D11830	TAAR [HSA:134864 9287 9038 319100 83551 134860] [KO:K05051]
D11831	OPRK1 [HSA:4986] [KO:K04214]
D11832	IL1RL1 [HSA:9173] [KO:K05171]
D11833	CD20 [HSA:931] [KO:K06466]
	CD3E [HSA:916] [KO:K06451]
D11834	IDH [HSA:3417 3418] [KO:K00031]
D11835	IDH [HSA:3417 3418] [KO:K00031]
D11837	EIF4A3 [HSA:9775] [KO:K13025]
D11838	C5 (C5a) [HSA:727] [KO:K03994]
D11839	DRD [HSA:1812 1813 1814 1815 1816] [KO:K04144 K04145 K04146 K04147 K05840]
D11840	MAPT (TAU) [HSA:4137] [KO:K04380]
D11841	IL3RA (CD123) [HSA:3563] [KO:K04737]
	CD3E [HSA:916] [KO:K06451]
D11842	SV2 [HSA:9900 9899 22987] [KO:K06258]
D11843	IL13 [HSA:3596] [KO:K05435]
D11844	ENPP2 (ATX) [HSA:5168] [KO:K01122]
D11845	SSTR2 [HSA:6752] [KO:K04218]
	CD3E [HSA:916] [KO:K06451]
D11846	CD47 [HSA:961] [KO:K06266]
D11847	TFPI [HSA:7035] [KO:K03909]
D11865	DNA
D11866	JAK1 [HSA:3716] [KO:K11217]
	JAK2 [HSA:3717] [KO:K04447]
D11867	JAK1 [HSA:3716] [KO:K11217]
	JAK2 [HSA:3717] [KO:K04447]
D11868	FGF21 [HSA:26291] [KO:K22429]
D11869	PIK3CA [HSA:5290] [KO:K00922]
	MTOR [HSA:2475] [KO:K07203]
D11870	DNA
D11871	TLR8 (CD288) [HSA:51311] [KO:K10170]
D11872	EGFR [HSA:1956] [KO:K04361]
D11873	BTK [HSA:695] [KO:K07370]
D11874	EGFR [HSA:1956] [KO:K04361]
D11875	Zaire ebolavirus glycoprotein GP1 [KO:K24534]
D11876	FCGRT [HSA:2217] [KO:K24019]
D11877	HDV antigen
D11878	HDV antigen
D11880	CD19 [HSA:930] [KO:K06465]
D11881	CACNA1-L [HSA:775 776 778 779] [KO:K04850 K04851 K04853 K04857]
D11882	SSTR2 [HSA:6752] [KO:K04218]
